name,artist,,,tags,,year,,,,,,,,,
Spring Breeze,DJ Roc,,,"electronic, ambient, dance, trance, house, beautiful, mellow",,2010,,,,,,,,,
Song Seven,Swell,,,pop,,1994,,,,,,,,,
Fashion Party,Daniele Luppi,,,"instrumental, chillout, soundtrack",,2004,,,,,,,,,
Hepar,Diamanda Galás,,,"pop, black_metal, japanese, power_metal, emo, gothic_metal, symphonic_metal, j_pop",,1996,,,,,,,,,
You Don't Love Me Anymore,Johnny Caswell,,,,,2015,,,,,,,,,
Forever Mine,Magion,,,"power_metal, gothic_metal, symphonic_metal",,2010,,,,,,,,,
One Day in May,2 Foot Yard,,,"experimental, avant_garde",,2008,,,,,,,,,
Lock Me Up,Reputante,,,"electronic, male_vocalists",,2013,,,,,,,,,
Lost Inside Of You,Barbra Streisand & Kris Kristofferson,,,"pop, female_vocalists, oldies",,1968,,,,,,,,,
For Heaven's Sake,Lucy Swann,,,"electronic, pop, female_vocalists, singer_songwriter, chillout",,2010,,,,,,,,,
Filthy McNasty,Eddie Jefferson,,,jazz,,1989,,,,,,,,,
I Can't Make It Anymore,Spyder Turner,,,,,2009,,,,,,,,,
Yours Forever,Dara Maclean,,,"rock, alternative, indie, pop, metal, classic_rock, folk, dance, 80s, hardcore, british, rap, 90s, german, new_wave, trance, house, techno, electro, emo, beautiful, french, russian, noise, swedish, grindcore, new_age, ska",,2011,,,,,,,,,
Saskatchewan,Superette,,,"female_vocalists, alternative_rock, 90s, chill",,2006,,,,,,,,,
B.D. Woman's Blues,Lucille Bogan,,,blues,,2012,,,,,,,,,
Individual,Danay,,,female_vocalists,,2009,,,,,,,,,
To the Bitter End,Bobby Hill,,,soul,,2012,,,,,,,,,
Seen Enough,Dryer,,,female_vocalists,,2008,,,,,,,,,
So long,Youandewan,,,electro,,2013,,,,,,,,,
Midget,VKTMS,,,punk,,1997,,,,,,,,,
Blameless,Dara Maclean,,,"rock, alternative, indie, pop, metal, classic_rock, folk, dance, 80s, hardcore, british, rap, 90s, german, new_wave, trance, house, techno, post_punk, electro, emo, beautiful, french, russian, noise, swedish, grindcore, new_age, ska",,2014,,,,,,,,,
Snow Day,ALL CAPS,,,electronic,,2009,,,,,,,,,
Wait Here,Deviot,,,"female_vocalists, punk",,1999,,,,,,,,,
Tango,Ofrin,,,"electronic, alternative, indie, pop, female_vocalists, jazz, experimental",,2008,,,,,,,,,
Chambers,Sioum,,,"indie, instrumental, post_rock",,2010,,,,,,,,,
You're The Boss,LaVern Baker & Jimmy Ricks,,,,,2013,,,,,,,,,
Salsa Boogaloo,El Sexteto Miramar,,,,,2012,,,,,,,,,
Not the End,Aaron Ackerson,,,"electronic, pop, dance",,2004,,,,,,,,,
Your Shadow,The Pine Box Boys,,,country,,2005,,,,,,,,,
Our Land,Yotangor,,,"female_vocalists, gothic_metal",,2009,,,,,,,,,
Stepping Stones,A Veil of Water,,,"pop, instrumental, post_rock, funk, piano",,2013,,,,,,,,,
Lapse,Sioum,,,post_rock,,2010,,,,,,,,,
Double Life,Jerry Fuller,,,,,2011,,,,,,,,,
Unexpected,Majestic Downfall,,,doom_metal,,2009,,,,,,,,,
U Don't Want My Love,Donald McCollum,,,soul,,2006,,,,,,,,,
"Mean, Mean Man",Little Porkchop,,,"rock, female_vocalists, indie_rock, indie_pop, grunge",,2010,,,,,,,,,
Down By The Sea,Bernie Barlow,,,"indie, pop, female_vocalists",,2005,,,,,,,,,
Checking Out The Checkout Girl,Wazmo Nariz,,,new_wave,,1979,,,,,,,,,
I Want To Believe,Travoltas,,,,,2003,,,,,,,,,
Lightbulb,Four Quartets,,,,,2011,,,,,,,,,
Pain I Feel,Spinning Chain,,,"rock, alternative_rock, hard_rock, male_vocalists",,2010,,,,,,,,,
We All Fall Down,Sweet Talk Radio,,,,,2010,,,,,,,,,
Drop The Hammer,Beyond the Now,,,"alternative, alternative_rock",,2009,,,,,,,,,
Ay,Arema Arega,,,"female_vocalists, hip_hop",,2011,,,,,,,,,
L'attesa,Il Tempio delle Clessidre,,,progressive_rock,,2010,,,,,,,,,
A Long Way Down,Four Quartets,,,"rock, electronic, alternative, indie, pop, classic_rock, folk, singer_songwriter, chillout, blues, psychedelic, piano, male_vocalists, 00s, guitar, mellow, chill",,2011,,,,,,,,,
Tired as i can be,Lucille Bogan,,,"female_vocalists, blues",,1933,,,,,,,,,
One More For The Road,Adam Steffey,,,,,2009,,,,,,,,,
Porque,Maldita,,,acoustic,,2011,,,,,,,,,
Hard To Get,Florence Rawlings,,,"pop, british, soul",,2009,,,,,,,,,
Fully Booked,Georgie Fame,,,jazz,,1969,,,,,,,,,
I Give In,Sharelle,,,"indie, female_vocalists, singer_songwriter",,2011,,,,,,,,,
Little Drummer Boy,Poema,,,"indie, female_vocalists, acoustic, indie_pop",,2010,,,,,,,,,
Late Afternoon,Lorbi,,,"electronic, trip_hop",,2007,,,,,,,,,
Ad Infinitum,A Veil of Water,,,"alternative, instrumental, chillout, classical, post_rock, piano, beautiful",,2013,,,,,,,,,
Olympian,She Makes War,,,"rock, indie, female_vocalists, alternative_rock",,2010,,,,,,,,,
Night Owl,Swan Island,,,"rock, female_vocalists, alternative_rock",,2007,,,,,,,,,
Lady Love,The Vontastics,,,,,2005,,,,,,,,,
Wrap Your Troubles In Dreams,Tamir Hendelman,,,"jazz, instrumental",,2010,,,,,,,,,
Locomotive,Miksha,,,metal,,2005,,,,,,,,,
Listless,S.I.B.,,,punk,,1981,,,,,,,,,
The Cleansing,Vespers Descent,,,melodic_death_metal,,2008,,,,,,,,,
Don't Take It Personal,WESTLAND,,,indie,,2009,,,,,,,,,
On the Prowl,The Agrestix,,,,,2007,,,,,,,,,
Dance With Me Tonight,Leena Conquest,,,,,1999,,,,,,,,,
Dans på Rusakula,Helene Bøksle,,,swedish,,2006,,,,,,,,,
Between Dreams,Jeffrey Koepper,,,ambient,,2005,,,,,,,,,
Earth and Sky,Sharaab,,,chillout,,2003,,,,,,,,,
Hush Heart,Baby Washington,,,soul,,2014,,,,,,,,,
The Devil Made Me Do It,7Ray,,,rock,,2009,,,,,,,,,
Treat Me Right,Robin Rogers,,,"female_vocalists, blues_rock",,2008,,,,,,,,,
She Belongs To Me,Rick Nelson & The Stone Canyon Band,,,"country, oldies",,2002,,,,,,,,,
Ritorno,Festa Mobile,,,,,1973,,,,,,,,,
Mama Don't Cry,I Draw Slow,,,"female_vocalists, folk",,2011,,,,,,,,,
Road Kill,Josephine the Singer,,,90s,,1995,,,,,,,,,
Mary's Song,Jennifer Daniels,,,singer_songwriter,,2007,,,,,,,,,
Lying Sacks of Shit,Retching Red,,,"punk, hardcore, punk_rock",,2006,,,,,,,,,
Not The End,Karmella's Game,,,punk,,2004,,,,,,,,,
What a Lovely Name,The Happy Goodmans,,,,,2012,,,,,,,,,
I'll Give You Love,Miki Dallon,,,,,2007,,,,,,,,,
Fernand,Diamanda Galás,,,"black_metal, death_metal, japanese, emo, russian, j_pop",,2017,,,,,,,,,
XIII,Mary Lorson,,,"electronic, female_vocalists",,2008,,,,,,,,,
Dimelo,Estanis,,,,,2006,,,,,,,,,
Out Here On My Own,Lamont Dozier,,,,,2005,,,,,,,,,
What you want is lost,Orphan Songs,,,"indie, singer_songwriter, acoustic",,2008,,,,,,,,,
Retrouvailles,A Veil of Water,,,"alternative, alternative_rock, experimental, instrumental, chillout, classical, soundtrack, piano, beautiful",,2013,,,,,,,,,
Luminescence,Jean-Claude Chapuis,,,new_age,,2005,,,,,,,,,
God Walks The Dark Hills,Vestal Goodman,,,,,2007,,,,,,,,,
It Is Finished,The Blackwood Brothers,,,,,2014,,,,,,,,,
Half Past Four,Adam Steffey,,,,,2012,,,,,,,,,
Because He Lives,Bill Gaither Trio,,,,,1999,,,,,,,,,
Such Is Life,Mius,,,female_vocalists,,2014,,,,,,,,,
Twenty-Four Hours,ElectricOkra,,,"electronic, chillout, lounge",,2011,,,,,,,,,
Märchen,NIHAO?,,,"rock, electronic, alternative, indie, pop, punk, indie_rock, singer_songwriter, soul, acoustic, german, hip_hop, funk, reggae, electro, emo, synthpop",,2010,,,,,,,,,
The Mist,Ghosthill,,,"female_vocalists, symphonic_metal",,2010,,,,,,,,,
When Morning Sweeps The Eastern Sky,Ben Speer,,,,,2006,,,,,,,,,
No Reservations,Split Tongue Crow,,,"folk, acoustic, beautiful",,2010,,,,,,,,,
Holding on,Your Heart Breaks,,,,,2010,,,,,,,,,
Hog Eye Man,Ide Adobe Players,,,,,2003,,,,,,,,,
Word Problems,Moodswing,,,hip_hop,,2008,,,,,,,,,
Cauliflower,The Rattles,,,"classic_rock, oldies",,2013,,,,,,,,,
Brenda,Wedding Crashers,,,chillout,,2011,,,,,,,,,
Don't You Want My Love,Jomanda,,,"female_vocalists, dance, house",,1990,,,,,,,,,
Never too late,A Kid Hereafter,,,,,2007,,,,,,,,,
Nice to See You,Fooled By April,,,"rock, pop, indie_rock, indie_pop, pop_rock",,2004,,,,,,,,,
Springtime,The Lighthouse Keepers,,,"rock, female_vocalists",,2011,,,,,,,,,
Bird's Eye View,Jamie Lynn Hart,,,"indie, female_vocalists, singer_songwriter",,2011,,,,,,,,,
South St. Kids,Princess Pang,,,hard_rock,,1989,,,,,,,,,
Negative,Microesfera,,,,,2006,,,,,,,,,
Cabin Fever,Jayl Funk,,,,,2009,,,,,,,,,
Diversions,Karmella's Game,,,indie_rock,,2007,,,,,,,,,
If I Can Help Somebody,Glen Payne,,,,,2006,,,,,,,,,
Night Song,The Barnkickers,,,folk,,2009,,,,,,,,,
Romeo & Julia,NIHAO?,,,"rock, electronic, alternative, indie, pop, punk, indie_rock, singer_songwriter, 80s, soul, acoustic, german, hip_hop, funk, techno, 70s, electro, 00s, cover",,2010,,,,,,,,,
Process Assimilate,Gruf,,,hip_hop,,2006,,,,,,,,,
Unscathed,Divine Ascension,,,"female_vocalists, symphonic_metal",,2011,,,,,,,,,
She's The One,John Waite,,,rock,,1987,,,,,,,,,
Dinnaken (Brainkicker Rmx),Da Juve,,,,,2007,,,,,,,,,
Moment to Moment,Waldino,,,"jazz, instrumental",,2006,,,,,,,,,
Psychic,Hanner,,,"alternative, indie, female_vocalists, folk, acoustic",,2005,,,,,,,,,
What A Friend We Have In Jesus,Larry Ford,,,,,2011,,,,,,,,,
Hobo Train,Keri Leigh,,,"blues, blues_rock",,2005,,,,,,,,,
This Car is Fast,Slapbak,,,"rock, alternative, indie, funk",,2000,,,,,,,,,
"Dancing Fast, Dancing Slow",The Intentions,,,,,2007,,,,,,,,,
Still True,Nate Krooks,,,"rap, hip_hop",,2008,,,,,,,,,
Heart That Will Never Break Again,Jeff & Sheri Easter,,,,,2008,,,,,,,,,
On the One Road,Dermot O'brien,,,,,2012,,,,,,,,,
Ladybug,Kim Fox,,,"female_vocalists, indie_pop",,2003,,,,,,,,,
Shout To The Lord,The Pfeifers,,,,,2007,,,,,,,,,
Louise Louise Blues,Johnny Temple,,,blues,,2013,,,,,,,,,
Lord Of The Dance,Lordsong,,,,,2002,,,,,,,,,
Hässlich,NIHAO?,,,"rock, electronic, alternative, indie, pop, punk, singer_songwriter, soul, acoustic, german, reggae, techno, electro, synthpop",,2010,,,,,,,,,
I Say,Plaided,,,"indie, female_vocalists",,2010,,,,,,,,,
The Pendulum,Echidna,,,"metal, death_metal",,2010,,,,,,,,,
Here Comes The Judge,Bobby Biggs,,,,,2008,,,,,,,,,
Shy Song,Containe,,,"indie, female_vocalists, indie_rock",,1997,,,,,,,,,
Little Is Much,Ann Downing,,,,,1996,,,,,,,,,
Give Me All Your Lovin',The Perms,,,rock,,2009,,,,,,,,,
In The Evening,Mia Vermillion,,,"female_vocalists, blues, acoustic, guitar",,2009,,,,,,,,,
I Will See You Soon Again (A Billy Graham Music Homecoming - Volume 2 Version),Evie Karlsson,,,,,2001,,,,,,,,,
Hypnotica,Human Hands,,,,,2005,,,,,,,,,
"Lover, Come Back To Me",Jeanne Gies,,,"female_vocalists, jazz",,2009,,,,,,,,,
Song For Laughing Eyes,Shelley Morningsong,,,,,2006,,,,,,,,,
Golden Boys,Ella On The Run,,,"female_vocalists, british, indie_pop",,2014,,,,,,,,,
Into the Mystic,The Belfast Cowboys,,,,,2009,,,,,,,,,
How Great Thou Art,Collingsworth Family,,,,,2011,,,,,,,,,
Cruel Reminder,Deep Cut,,,female_vocalists,,2011,,,,,,,,,
Nest,Moses Campbell,,,,,2013,,,,,,,,,
Upon This Rock (New Orleans Homecoming Version),Allison Durham Speer,,,,,2002,,,,,,,,,
Done Me Wrong,Goofy Guys,,,"rock, rap, blues, techno",,2011,,,,,,,,,
Miners,Lucie Niemelä,,,"female_vocalists, singer_songwriter",,2012,,,,,,,,,
Beautiful You,Devil's Gift,,,female_vocalists,,2009,,,,,,,,,
We Ballin',Mr. Georgia Black,,,rap,,2009,,,,,,,,,
Washington,Palomar,,,,,1999,,,,,,,,,
Above and Beyond,Perpetuate,,,female_vocalists,,2011,,,,,,,,,
Born Ten Thousand Years Ago,The Golden Gate Quartet,,,,,2011,,,,,,,,,
Freezer Burn,Deep Cut,,,"alternative, female_vocalists",,2009,,,,,,,,,
Gia' cosi diverso,DNA2,,,japanese,,2009,,,,,,,,,
The Floor,The Soultwisters,,,funk,,2009,,,,,,,,,
The Clown,Hillary Lindsey,,,female_vocalists,,2008,,,,,,,,,
Here I am,Dave Keller,,,blues,,2007,,,,,,,,,
Ten Thousand Angels,The Ruppes,,,,,2001,,,,,,,,,
Quit My Job,Sixty Stories,,,,,2002,,,,,,,,,
Good Night,Damon Dotson,,,,,2005,,,,,,,,,
Blue Green,Cutsigh,,,"instrumental, japanese, guitar",,2008,,,,,,,,,
Down South,Summerset Avenue,,,"rock, female_vocalists, indie_pop",,2012,,,,,,,,,
Oh Lord,Paul Bothen,,,,,2007,,,,,,,,,
Will the Circle Be Unbroken,Josephine Cameron,,,"indie, female_vocalists, folk, acoustic",,2002,,,,,,,,,
You Are God,Desmond Pringle,,,soul,,2006,,,,,,,,,
Let's Not Pretend,Something to Do,,,"rock, male_vocalists, ska",,2007,,,,,,,,,
Shoutin' Time,Jessica King,,,,,2001,,,,,,,,,
Shaker,The Wretch,,,"metal, hardcore, classical, gothic",,2004,,,,,,,,,
Route 23,Mono Input,,,"electronic, ambient, industrial, idm",,2009,,,,,,,,,
I Wanna Take You Home,The Arcadian Kicks,,,"female_vocalists, alternative_rock, indie_pop",,2012,,,,,,,,,
Antigone,Rachel Browne,,,"indie, female_vocalists, acoustic, indie_pop",,2008,,,,,,,,,
Sometimes Late At Night,Till Ten Tonight,,,,,2008,,,,,,,,,
Only Boy,Holly Beth Vincent,,,"female_vocalists, alternative_rock",,2008,,,,,,,,,
The House That Love Built,Amy Lambert,,,female_vocalists,,2003,,,,,,,,,
Murder Man Dance,Don Nitti,,,rap,,2006,,,,,,,,,
Man of My Dreams,Josephine the Singer,,,,,1995,,,,,,,,,
Mental,Parpadeo,,,"funk, reggae",,2009,,,,,,,,,
I Like You So Much Better When You're Naked,Ida Maria,,,"indie, female_vocalists, indie_rock",,2008,,,,,,,,,
Big Mistake,Natalie Imbruglia,,,"rock, pop, female_vocalists, 90s, pop_rock",,1997,,,,,,,,,
I Hate the Way You Love,The Kills,,,"rock, alternative, indie, female_vocalists, alternative_rock, indie_rock",,2005,,,,,,,,,
Teclo,PJ Harvey,,,"rock, alternative, female_vocalists",,2003,,,,,,,,,
Rub 'til It Bleeds,PJ Harvey,,,"rock, alternative, female_vocalists, alternative_rock",,1993,,,,,,,,,
Bad Boyfriend,Garbage,,,"rock, alternative, female_vocalists, alternative_rock",,2005,,,,,,,,,
Kiss The Rain,Billie Myers,,,"pop, female_vocalists, 90s",,2013,,,,,,,,,
Forever Love (Digame),Anna Nalick,,,"pop, female_vocalists, singer_songwriter",,2005,,,,,,,,,
Is This Desire?,PJ Harvey,,,"rock, alternative, female_vocalists, singer_songwriter",,1998,,,,,,,,,
Rosas,La Oreja de Van Gogh,,,"pop, female_vocalists",,2004,,,,,,,,,
You Get Me,Michelle Branch,,,"pop, female_vocalists, pop_rock",,2001,,,,,,,,,
Funnyman,KT Tunstall,,,"rock, alternative, indie, pop, female_vocalists, singer_songwriter",,2007,,,,,,,,,
Where Do You Run To,Vivian Girls,,,"female_vocalists, indie_pop",,2008,,,,,,,,,
Fuck and Run,Liz Phair,,,"rock, alternative, female_vocalists, singer_songwriter, 90s",,1993,,,,,,,,,
A New Day Has Come,Céline Dion,,,"pop, female_vocalists",,2002,,,,,,,,,
Geyser,Mitski,,,"female_vocalists, indie_rock",,2018,,,,,,,,,
Tangled Up In Me,Skye Sweetnam,,,"rock, pop, female_vocalists, pop_rock",,2005,,,,,,,,,
Murdermile,The Kills,,,"rock, female_vocalists, indie_rock",,2005,,,,,,,,,
James,Camera Obscura,,,"female_vocalists, indie_pop",,2009,,,,,,,,,
Walk It Off,Angus & Julia Stone,,,"indie, female_vocalists, folk",,2010,,,,,,,,,
What I Wanted,Nelly Furtado,,,"pop, female_vocalists, chill",,2007,,,,,,,,,
Consider This,Anna Nalick,,,"female_vocalists, pop_rock",,2005,,,,,,,,,
Cold Cold Water,Mirah,,,"indie, female_vocalists, singer_songwriter, chill",,2017,,,,,,,,,
I Could Get Used to This,The Veronicas,,,"rock, pop, female_vocalists, pop_rock",,2005,,,,,,,,,
As I Lay Me Down,Sophie B. Hawkins,,,"pop, female_vocalists, singer_songwriter, 90s",,2008,,,,,,,,,
Me-Jane,PJ Harvey,,,"rock, alternative, indie, female_vocalists, alternative_rock, 90s",,1993,,,,,,,,,
Peking Saint,Cat Power,,,"indie, female_vocalists, folk, chill",,1998,,,,,,,,,
Unforgivable Sinner,Lene Marlin,,,"pop, female_vocalists",,1999,,,,,,,,,
Que Me Quedes Tu,Shakira,,,"pop, female_vocalists, pop_rock",,2001,,,,,,,,,
Saving Grace,The Cranberries,,,"rock, female_vocalists, 90s",,1999,,,,,,,,,
We Almost Had a Baby,Emmy the Great,,,"indie, female_vocalists, folk, singer_songwriter, british",,2009,,,,,,,,,
Darlin,Avril Lavigne,,,"rock, pop, female_vocalists, acoustic, pop_rock",,2011,,,,,,,,,
Brave New Girl,Britney Spears,,,"pop, female_vocalists",,2012,,,,,,,,,
Hype,Tegan and Sara,,,"indie, female_vocalists, indie_pop",,2010,,,,,,,,,
Birds and the Bees,The Bird and the Bee,,,"indie, female_vocalists, indie_pop, beautiful, chill",,2007,,,,,,,,,
Preparedness,The Bird and the Bee,,,"electronic, indie, female_vocalists, chillout, indie_pop",,2007,,,,,,,,,
One More Addiction,Natalie Imbruglia,,,"rock, pop, female_vocalists",,1997,,,,,,,,,
Judy,The Pipettes,,,"female_vocalists, indie_pop",,2006,,,,,,,,,
Beauty Of Uncertainty,KT Tunstall,,,"rock, pop, female_vocalists, singer_songwriter",,2007,,,,,,,,,
What Took You So Long,Emma Bunton,,,"pop, female_vocalists",,2001,,,,,,,,,
The Driveway,Miley Cyrus,,,"pop, female_vocalists, pop_rock",,2008,,,,,,,,,
The Emperor's New Clothes,Sinéad O'Connor,,,"rock, alternative, female_vocalists",,2012,,,,,,,,,
Boys Wanna Fight,Garbage,,,"rock, alternative, female_vocalists, alternative_rock",,2005,,,,,,,,,
Later On,Kate Nash,,,"indie, pop, female_vocalists, singer_songwriter, british",,2010,,,,,,,,,
Deep Green,Marika Hackman,,,female_vocalists,,2014,,,,,,,,,
Song For The Rich,Tristan Prettyman,,,"female_vocalists, folk, singer_songwriter, acoustic",,2005,,,,,,,,,
Animal City,Shakira,,,"rock, pop, female_vocalists, singer_songwriter, pop_rock",,2005,,,,,,,,,
All Good Things,Nelly Furtado,,,"pop, female_vocalists",,2013,,,,,,,,,
Walk This World,Heather Nova,,,"female_vocalists, singer_songwriter",,1998,,,,,,,,,
Nothing Is Good Enough,Aimee Mann,,,"female_vocalists, singer_songwriter",,2000,,,,,,,,,
Pillow Talk,Wild Child,,,"alternative, indie, female_vocalists, folk, singer_songwriter, acoustic, love, mellow",,2011,,,,,,,,,
I've Been Let Down,Mazzy Star,,,"indie, female_vocalists, acoustic, mellow",,1996,,,,,,,,,
Beautifully Broken,Ashlee Simpson,,,"pop, female_vocalists, pop_rock",,2005,,,,,,,,,
That Day,Natalie Imbruglia,,,"rock, pop, female_vocalists",,2001,,,,,,,,,
Why Don't You Come Over,Garbage,,,"rock, alternative, female_vocalists, alternative_rock, pop_rock",,2005,,,,,,,,,
Legend,Nelly Furtado,,,"pop, female_vocalists",,2000,,,,,,,,,
Song For A Winter's Night,Sarah McLachlan,,,female_vocalists,,2011,,,,,,,,,
Don't Waste Your Time,Kelly Clarkson,,,"rock, pop, female_vocalists, pop_rock",,2007,,,,,,,,,
Whyyawannabringmedown,Kelly Clarkson,,,"rock, pop, female_vocalists, pop_rock",,2011,,,,,,,,,
Find My Way Back Home,Priscilla Ahn,,,"female_vocalists, folk, singer_songwriter, acoustic, mellow",,2010,,,,,,,,,
All You Got,Tegan and Sara,,,"indie, female_vocalists, indie_rock, singer_songwriter, indie_pop",,2010,,,,,,,,,
In Liverpool,Suzanne Vega,,,"female_vocalists, singer_songwriter",,2010,,,,,,,,,
"Sea Green, See Blue",Jaymay,,,"female_vocalists, folk",,2007,,,,,,,,,
This Is Everything,Tegan and Sara,,,"indie, female_vocalists, indie_rock",,1999,,,,,,,,,
Holy,King Princess,,,"indie, pop, female_vocalists, indie_rock, american, indie_pop, pop_rock",,2018,,,,,,,,,
Better Than That,Marina & the Diamonds,,,"alternative, indie, pop, female_vocalists, british, indie_pop",,2015,,,,,,,,,
All Your Sisters,Mazzy Star,,,"female_vocalists, acoustic",,1996,,,,,,,,,
Athair Ar Neamh,Enya,,,"female_vocalists, new_age",,1995,,,,,,,,,
Keep Me Warm,Ida Maria,,,"indie, female_vocalists",,2008,,,,,,,,,
La Familia,Mirah,,,"indie, female_vocalists, singer_songwriter, indie_pop",,2000,,,,,,,,,
Hey Pretty,Poe,,,"rock, alternative, female_vocalists",,2000,,,,,,,,,
Leave The Light On,Priscilla Ahn,,,"indie, female_vocalists, singer_songwriter, acoustic, mellow",,2009,,,,,,,,,
Counting Down the Days,Natalie Imbruglia,,,"pop, female_vocalists",,2006,,,,,,,,,
Red Vines,Aimee Mann,,,"rock, alternative, female_vocalists, singer_songwriter",,1999,,,,,,,,,
Don't Work Yourself Up,Tristan Prettyman,,,"female_vocalists, singer_songwriter, mellow",,2008,,,,,,,,,
I Dreamed A Dream,Susan Boyle,,,female_vocalists,,2012,,,,,,,,,
California Girl,Tristan Prettyman,,,"female_vocalists, folk, acoustic",,2008,,,,,,,,,
Divorce Song,Liz Phair,,,"rock, alternative, indie, female_vocalists, singer_songwriter",,1993,,,,,,,,,
Other Towns and Cities,Camera Obscura,,,"alternative, indie, female_vocalists, british, indie_pop, mellow",,2009,,,,,,,,,
Fumbling Towards Ecstasy,Sarah McLachlan,,,"rock, female_vocalists, singer_songwriter",,2008,,,,,,,,,
Falling Into You,Céline Dion,,,"pop, female_vocalists, love",,2008,,,,,,,,,
War Out Of Peace,Tristan Prettyman,,,"female_vocalists, singer_songwriter, chillout, acoustic",,2008,,,,,,,,,
If No One Will Listen,Kelly Clarkson,,,"pop, female_vocalists",,2009,,,,,,,,,
Walk of Shame,P!nk,,,"pop, female_vocalists, american, pop_rock",,2012,,,,,,,,,
Feelin' It,Jay-Z,,,"female_vocalists, rap, hip_hop",,1996,,,,,,,,,
My Lover Will Go,Ane Brun,,,"female_vocalists, folk, singer_songwriter",,2005,,,,,,,,,
The Right Time,The Corrs,,,"pop, female_vocalists",,1995,,,,,,,,,
Mansion Song,Kate Nash,,,"indie, female_vocalists, british",,2010,,,,,,,,,
Throw Me A Rope,KT Tunstall,,,"female_vocalists, singer_songwriter, acoustic",,2006,,,,,,,,,
